
ファイアーエムブレム
鉄の剣(クリティカル), Combo.wav
鋼の剣(クリティカル), Combo.wav
銀の剣(クリティカル), Combo.wav
鉄の大剣(クリティカル), Combo.wav
細身の剣(クリティカル), Combo.wav
スリープの剣(クリティカル), SchoolBell.wav
バサークの剣(クリティカル), Fold.wav
鉄の槍(クリティカル), Combo.wav
細身の槍(クリティカル), Combo.wav
鋼の槍(クリティカル), Combo.wav
銀の槍(クリティカル), Combo.wav
手槍, Bomb.wav
手槍(命中), Stab.wav
手槍(クリティカル), Combo.wav
鉄の斧(クリティカル), Combo.wav
鋼の斧(クリティカル), Combo.wav
銀の斧(クリティカル), Combo.wav
手斧, Swing.wav
手斧(命中), Slash.wav
手斧(クリティカル), Combo.wav
キラーボウ, Bow.wav
キラーボウ(命中), Stab.wav
キラーボウ(クリティカル), Combo.wav
鉄の弓(クリティカル), Combo.wav
鋼の弓(クリティカル), Combo.wav
銀の弓(クリティカル), Combo.wav
ロングアーチ(準備), Reload.wav
ロングアーチ, Bomb.wav
ロングアーチ(命中), Stab.wav
ロングアーチ(クリティカル), Combo.wav
アイアンアーチ(準備), Reload.wav
アイアンアーチ, Bomb.wav
アイアンアーチ(命中), Stab.wav
アイアンアーチ(クリティカル), Combo.wav
キラーアーチ(準備), Reload.wav
キラーアーチ, Bomb.wav
キラーアーチ(命中), Stab.wav
キラーアーチ(クリティカル), Combo.wav
勇者の剣, 2;Swing.wav;Swing.wav
勇者の剣(命中), 2;Slash.wav;Slash.wav
勇者の剣(クリティカル), Combo.wav
勇者の槍, 2;Swing.wav;Swing.wav
勇者の槍(命中), 2;Stab.wav;Stab.wav
勇者の槍(クリティカル), Combo.wav
勇者の斧, 2;Swing.wav;Swing.wav
勇者の斧(命中), 2;Slash.wav;Swing.wav
勇者の斧(命中), 2;Swing.wav;Slash.wav
勇者の斧(クリティカル), Combo.wav
勇者の弓, 1;Bow.wav;Bow.wav
勇者の弓(命中), 1;Stab.wav;Stab.wav
勇者の弓(クリティカル), Combo.wav
突撃, Swing.wav
突撃(命中), Crash.wav
突撃(クリティカル), Combo.wav
待ち伏せ, Swing.wav
待ち伏せ(命中), Crash.wav
待ち伏せ(クリティカル), Combo.wav
ファイアー, Bazooka.wav
エルファイアー, Bazooka.wav
ボルガノン(準備), GunPod.wav
ボルガノン, MultipleRocketLauncher.wav
メティオ(準備), Bomb.wav
メティオ, Explode(Far).wav
炎の剣, Bazooka.wav
サンダー, Whip.wav
エルサンダー, Whip.wav
サンダーストーム(準備), Wind.wav
サンダーストーム, Thunder.wav
トロン, Thunder.wav
雷の剣, Whip.wav
ウインド, Whiz.wav
エルウインド, Whiz.wav
トルネード, Storm.wav
ブリザード(準備), Wind.wav
ブリザード, Storm.wav
風の剣, Whiz.wav
ポイズン, Fold.wav
ヨツムンガンド, Warship.wav
フェンリル, Search.wav
ヘル, FlyBy.wav
ライトニング, PatrolCar.wav
オーラ(準備), Whiz.wav
オーラ, Jet.wav
リザイア, Alarm.wav
リザイア(命中), BeamShot.wav
光の剣, PatrolCar.wav
大地の剣, Alarm.wav
大地の剣(命中), BeamShot.wav
スリープの杖, Applause.wav
スリープの杖(クリティカル), SchoolBell.wav
サイレスの杖, Hide.wav
サイレスの杖(クリティカル), Inori.wav
バサークの杖, Fold.wav
レストの杖, Inori.wav
ライブの杖, Sharara.wav;3;精神コマンド\kakuran[01-04].bmp 32 32 - - 透過;Clear
リライブの杖, Sharara.wav;3;精神コマンド\kakuran[01-04].bmp 48 48 - - 透過;Clear
リカバーの杖, Sharara.wav;3;精神コマンド\kakuran[01-04].bmp 64 64 - - 透過;Clear
リブローの杖, Sharara.wav;0.5;精神コマンド\kiai01.bmp 32 32 - - 透過;Clear;0.5;精神コマンド\kiai02.bmp 48 48 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 64 64 - - 透過;Clear;0.5;精神コマンド\kiai02.bmp 80 80 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 96 96 - - 透過;Clear;0.5;精神コマンド\kiai02.bmp 112 112 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 128 128 - - 透過
リザーブの杖, Sharara.wav;0.5;精神コマンド\kiai01.bmp 32 32 - - 透過;Clear;0.5;精神コマンドkiai\02.bmp 48 48 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 64 64 - - 透過;Clear;0.5;精神コマンド\kiai02.bmp 80 80 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 96 96 - - 透過;Clear;0.5;精神コマンド\kiai02.bmp 112 112 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 128 128 - - 透過;Clear;0.5;精神コマンド\kiai02.bmp 144 144 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 160 160 - - 透過;Clear;0.5;精神コマンド\kiai02.bmp 176 176 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 192 192 - - 透過;Clear;0.5;精神コマンド\kiai02.bmp 208 208 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 224 224 - - 透過;Clear;0.5;精神コマンド\kiai02.bmp 240 240 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 256 256 - - 透過;Clear;0.5;精神コマンド\kiai02.bmp 272 272 - - 透過;Clear;0.5;精神コマンド\kiai01.bmp 288 288 - - 透過
流星剣(準備), Black.bmp 128 128 - -;BeamSaber.wav;2;FEG_ShootingStarBlade[01-04].bmp 32 32 - - 透過
流星剣, 0.5;Swing.wav;0.5;Swing.wav;0.5;Swing.wav;0.5;Swing.wav;Swing.wav
流星剣(命中), 1;Slash.wav;1;Slash.wav;1;Slash.wav;1;Swing.wav;Slash.wav
流星剣(命中), 2;Slash.wav;2;Slash.wav;2;Slash.wav;2;Swing.wav;Slash.wav
流星剣(命中), 1;Stab.wav;1;Slash.wav;1;Stab.wav;1;Stab.wav;Swing.wav
流星剣(命中), 2;Stab.wav;2;Slash.wav;2;Stab.wav;2;Stab.wav;Swing.wav
流星剣(命中), 2;Slash.wav;2;Saber.wav;2;Slash.wav;2;Stab.wav;Swing.wav
流星剣(命中), 2;Stab.wav;2;Saber.wav;2;Slash.wav;2;Slash.wav;Sword.wav
流星剣(命中), 2;Saber.wav;2;Slash.wav;2;Swing.wav;2;Stab.wav;Slash.wav
流星剣(命中), 1;Saber.wav;1;Slash.wav;1;Swing.wav;1;Stab.wav;Slash.wav
月光剣(準備), Black.bmp 128 128 - -;BeamSaber.wav;2;AUnitOn[01-04].bmp 32 32 - - 透過
月光剣, Swing.wav
月光剣(命中), Shock(Low).wav
太陽剣(準備), Black.bmp 128 128 - -;BeamSaber.wav;2;EUnitOn[01-04].bmp 32 32 - - 透過
太陽剣, Swing.wav
太陽剣(命中), BeamShot.wav
攻撃無効化, BeamCoat.wav
おどる, Sharara.wav;2;精神コマンド\captivation[01-05].bmp 48 48 - - 透過
